Matrícula: 4992MBW
Fecha de infracción | Hora de infracción | Velocidad Registrada | Velocidad Permitida | Importe de Multa
01/01/2024 		|		 00:06:10 		|		 41.7 		|		 30.0 		|		 100.0
01/01/2024 		|		 21:29:12 		|		 117.4 		|		 60.0 		|		 500.0
02/01/2024 		|		 00:13:22 		|		 168.4 		|		 90.0 		|		 500.0
03/01/2024 		|		 17:37:22 		|		 75.6 		|		 60.0 		|		 100.0
04/01/2024 		|		 20:12:53 		|		 73.2 		|		 50.0 		|		 200.0
04/01/2024 		|		 22:48:24 		|		 128.2 		|		 120.0 		|		 100.0
06/01/2024 		|		 11:28:44 		|		 25.8 		|		 20.0 		|		 100.0
08/01/2024 		|		 11:20:05 		|		 107.9 		|		 60.0 		|		 500.0
08/01/2024 		|		 13:19:36 		|		 124.4 		|		 80.0 		|		 500.0
09/01/2024 		|		 09:11:56 		|		 62.3 		|		 40.0 		|		 200.0
09/01/2024 		|		 11:28:44 		|		 70.2 		|		 40.0 		|		 200.0
10/01/2024 		|		 03:22:00 		|		 91.6 		|		 80.0 		|		 100.0
10/01/2024 		|		 19:31:08 		|		 48.9 		|		 30.0 		|		 100.0
11/01/2024 		|		 05:50:20 		|		 33.8 		|		 20.0 		|		 100.0
11/01/2024 		|		 16:03:46 		|		 75.0 		|		 50.0 		|		 200.0
12/01/2024 		|		 07:52:44 		|		 57.8 		|		 30.0 		|		 200.0
12/01/2024 		|		 14:30:10 		|		 33.5 		|		 20.0 		|		 100.0
12/01/2024 		|		 16:09:32 		|		 65.6 		|		 40.0 		|		 200.0
12/01/2024 		|		 17:15:46 		|		 215.8 		|		 120.0 		|		 500.0
12/01/2024 		|		 23:04:15 		|		 72.9 		|		 40.0 		|		 200.0
13/01/2024 		|		 16:00:53 		|		 92.9 		|		 60.0 		|		 200.0
13/01/2024 		|		 16:59:56 		|		 171.5 		|		 120.0 		|		 500.0
14/01/2024 		|		 00:40:44 		|		 151.2 		|		 90.0 		|		 500.0
14/01/2024 		|		 12:24:53 		|		 127.9 		|		 90.0 		|		 200.0
16/01/2024 		|		 02:12:53 		|		 110.1 		|		 80.0 		|		 200.0
16/01/2024 		|		 03:39:17 		|		 84.1 		|		 60.0 		|		 200.0
16/01/2024 		|		 11:17:12 		|		 134.6 		|		 80.0 		|		 500.0
16/01/2024 		|		 12:33:32 		|		 83.0 		|		 50.0 		|		 200.0
17/01/2024 		|		 07:13:51 		|		 127.5 		|		 120.0 		|		 100.0
17/01/2024 		|		 11:28:44 		|		 74.5 		|		 50.0 		|		 200.0
19/01/2024 		|		 03:50:48 		|		 112.1 		|		 60.0 		|		 500.0
19/01/2024 		|		 15:30:39 		|		 125.7 		|		 80.0 		|		 500.0
20/01/2024 		|		 01:15:17 		|		 51.9 		|		 30.0 		|		 200.0
22/01/2024 		|		 02:48:53 		|		 35.4 		|		 20.0 		|		 100.0
22/01/2024 		|		 05:50:20 		|		 87.0 		|		 50.0 		|		 200.0
22/01/2024 		|		 20:58:58 		|		 31.5 		|		 20.0 		|		 100.0
23/01/2024 		|		 10:45:32 		|		 149.2 		|		 80.0 		|		 500.0
23/01/2024 		|		 12:26:20 		|		 70.3 		|		 50.0 		|		 200.0
24/01/2024 		|		 15:04:44 		|		 130.1 		|		 90.0 		|		 500.0
24/01/2024 		|		 21:42:10 		|		 125.8 		|		 80.0 		|		 500.0
26/01/2024 		|		 05:11:27 		|		 62.3 		|		 40.0 		|		 200.0
26/01/2024 		|		 23:53:12 		|		 154.4 		|		 90.0 		|		 500.0
27/01/2024 		|		 01:41:12 		|		 77.2 		|		 60.0 		|		 100.0
28/01/2024 		|		 02:48:53 		|		 69.3 		|		 60.0 		|		 100.0
29/01/2024 		|		 22:32:34 		|		 60.2 		|		 50.0 		|		 100.0
30/01/2024 		|		 09:00:24 		|		 82.0 		|		 60.0 		|		 200.0
30/01/2024 		|		 21:36:24 		|		 29.4 		|		 20.0 		|		 100.0
30/01/2024 		|		 22:12:24 		|		 53.0 		|		 30.0 		|		 200.0
31/01/2024 		|		 04:22:29 		|		 189.6 		|		 120.0 		|		 500.0
31/01/2024 		|		 06:58:00 		|		 142.6 		|		 120.0 		|		 200.0
31/01/2024 		|		 11:04:15 		|		 67.0 		|		 60.0 		|		 100.0
31/01/2024 		|		 11:34:29 		|		 48.8 		|		 40.0 		|		 100.0
01/02/2024 		|		 13:05:12 		|		 104.8 		|		 90.0 		|		 100.0
01/02/2024 		|		 15:59:27 		|		 67.3 		|		 50.0 		|		 100.0

Matrícula: AB1880V
Fecha de infracción | Hora de infracción | Velocidad Registrada | Velocidad Permitida | Importe de Multa
01/01/2024 		|		 02:35:56 		|		 114.2 		|		 90.0 		|		 200.0
01/01/2024 		|		 17:51:46 		|		 66.6 		|		 60.0 		|		 100.0
02/01/2024 		|		 01:29:41 		|		 99.3 		|		 50.0 		|		 500.0
02/01/2024 		|		 04:46:58 		|		 69.8 		|		 60.0 		|		 100.0
03/01/2024 		|		 07:31:08 		|		 34.2 		|		 20.0 		|		 100.0
03/01/2024 		|		 15:45:03 		|		 144.3 		|		 120.0 		|		 200.0
03/01/2024 		|		 20:30:10 		|		 36.3 		|		 30.0 		|		 100.0
04/01/2024 		|		 02:46:00 		|		 109.2 		|		 60.0 		|		 500.0
04/01/2024 		|		 18:56:34 		|		 148.0 		|		 120.0 		|		 200.0
05/01/2024 		|		 07:18:10 		|		 72.8 		|		 50.0 		|		 200.0
05/01/2024 		|		 07:55:36 		|		 43.0 		|		 30.0 		|		 100.0
05/01/2024 		|		 20:21:32 		|		 66.5 		|		 60.0 		|		 100.0
06/01/2024 		|		 02:38:48 		|		 189.0 		|		 120.0 		|		 500.0
06/01/2024 		|		 14:24:24 		|		 43.6 		|		 30.0 		|		 100.0
06/01/2024 		|		 22:34:00 		|		 35.5 		|		 20.0 		|		 100.0
07/01/2024 		|		 10:35:27 		|		 25.4 		|		 20.0 		|		 100.0
08/01/2024 		|		 19:00:53 		|		 58.1 		|		 30.0 		|		 200.0
09/01/2024 		|		 21:17:41 		|		 159.0 		|		 80.0 		|		 500.0
09/01/2024 		|		 22:57:03 		|		 113.7 		|		 60.0 		|		 500.0
10/01/2024 		|		 02:21:32 		|		 78.6 		|		 40.0 		|		 200.0
11/01/2024 		|		 00:09:03 		|		 57.2 		|		 30.0 		|		 200.0
11/01/2024 		|		 20:37:22 		|		 98.4 		|		 50.0 		|		 500.0
11/01/2024 		|		 23:38:48 		|		 35.6 		|		 30.0 		|		 100.0
12/01/2024 		|		 15:34:58 		|		 170.3 		|		 90.0 		|		 500.0
13/01/2024 		|		 05:38:48 		|		 113.3 		|		 80.0 		|		 200.0
13/01/2024 		|		 07:35:27 		|		 127.8 		|		 120.0 		|		 100.0
14/01/2024 		|		 10:08:05 		|		 53.7 		|		 40.0 		|		 100.0
14/01/2024 		|		 21:45:03 		|		 143.0 		|		 120.0 		|		 200.0
15/01/2024 		|		 11:07:08 		|		 37.8 		|		 20.0 		|		 100.0
15/01/2024 		|		 15:09:03 		|		 196.7 		|		 120.0 		|		 500.0
15/01/2024 		|		 21:16:15 		|		 97.4 		|		 80.0 		|		 100.0
16/01/2024 		|		 12:04:44 		|		 38.5 		|		 30.0 		|		 100.0
16/01/2024 		|		 20:18:39 		|		 96.3 		|		 90.0 		|		 100.0
17/01/2024 		|		 03:46:29 		|		 29.1 		|		 20.0 		|		 100.0
17/01/2024 		|		 13:32:34 		|		 110.5 		|		 60.0 		|		 500.0
18/01/2024 		|		 14:51:46 		|		 71.9 		|		 60.0 		|		 100.0
19/01/2024 		|		 16:13:51 		|		 76.4 		|		 50.0 		|		 200.0
19/01/2024 		|		 22:52:44 		|		 27.9 		|		 20.0 		|		 100.0
20/01/2024 		|		 03:55:08 		|		 143.3 		|		 80.0 		|		 500.0
21/01/2024 		|		 14:54:39 		|		 170.3 		|		 120.0 		|		 500.0
22/01/2024 		|		 04:55:36 		|		 79.3 		|		 40.0 		|		 200.0
22/01/2024 		|		 09:06:10 		|		 35.8 		|		 30.0 		|		 100.0
26/01/2024 		|		 01:15:17 		|		 107.1 		|		 90.0 		|		 100.0
26/01/2024 		|		 03:24:53 		|		 49.5 		|		 30.0 		|		 100.0
26/01/2024 		|		 21:04:44 		|		 28.5 		|		 20.0 		|		 100.0
27/01/2024 		|		 13:12:24 		|		 101.0 		|		 60.0 		|		 500.0
28/01/2024 		|		 00:43:36 		|		 27.0 		|		 20.0 		|		 100.0
28/01/2024 		|		 04:19:36 		|		 34.3 		|		 20.0 		|		 100.0
28/01/2024 		|		 12:56:34 		|		 178.3 		|		 90.0 		|		 500.0
30/01/2024 		|		 23:18:39 		|		 134.2 		|		 80.0 		|		 500.0
31/01/2024 		|		 07:42:39 		|		 159.2 		|		 90.0 		|		 500.0
31/01/2024 		|		 19:49:51 		|		 94.9 		|		 80.0 		|		 100.0
01/02/2024 		|		 11:07:08 		|		 104.3 		|		 90.0 		|		 100.0

Matrícula: AB2250I
Fecha de infracción | Hora de infracción | Velocidad Registrada | Velocidad Permitida | Importe de Multa
01/01/2024 		|		 05:43:08 		|		 31.5 		|		 20.0 		|		 100.0
02/01/2024 		|		 07:13:51 		|		 132.3 		|		 80.0 		|		 500.0
02/01/2024 		|		 23:43:08 		|		 158.6 		|		 120.0 		|		 200.0
05/01/2024 		|		 17:11:27 		|		 90.3 		|		 50.0 		|		 500.0
07/01/2024 		|		 17:02:48 		|		 72.7 		|		 50.0 		|		 200.0
07/01/2024 		|		 18:46:29 		|		 59.7 		|		 50.0 		|		 100.0
08/01/2024 		|		 08:10:00 		|		 206.6 		|		 120.0 		|		 500.0
08/01/2024 		|		 15:34:58 		|		 58.4 		|		 40.0 		|		 100.0
08/01/2024 		|		 20:07:08 		|		 144.0 		|		 80.0 		|		 500.0
10/01/2024 		|		 00:58:00 		|		 146.8 		|		 120.0 		|		 200.0
10/01/2024 		|		 05:15:46 		|		 93.9 		|		 50.0 		|		 500.0
11/01/2024 		|		 02:22:58 		|		 77.3 		|		 40.0 		|		 200.0
11/01/2024 		|		 09:29:12 		|		 35.0 		|		 30.0 		|		 0.0
12/01/2024 		|		 03:47:56 		|		 37.8 		|		 20.0 		|		 100.0
12/01/2024 		|		 17:40:15 		|		 43.8 		|		 30.0 		|		 100.0
14/01/2024 		|		 14:02:48 		|		 111.6 		|		 90.0 		|		 200.0
15/01/2024 		|		 09:17:41 		|		 116.6 		|		 60.0 		|		 500.0
15/01/2024 		|		 18:58:00 		|		 82.6 		|		 50.0 		|		 200.0
18/01/2024 		|		 22:45:32 		|		 29.6 		|		 20.0 		|		 100.0
19/01/2024 		|		 01:52:44 		|		 89.2 		|		 80.0 		|		 100.0
19/01/2024 		|		 10:41:12 		|		 25.3 		|		 20.0 		|		 100.0
19/01/2024 		|		 13:26:48 		|		 87.3 		|		 50.0 		|		 200.0
20/01/2024 		|		 06:32:05 		|		 71.1 		|		 40.0 		|		 200.0
21/01/2024 		|		 21:36:24 		|		 138.8 		|		 120.0 		|		 100.0
23/01/2024 		|		 02:17:12 		|		 102.1 		|		 60.0 		|		 500.0
23/01/2024 		|		 03:34:58 		|		 136.4 		|		 90.0 		|		 500.0
23/01/2024 		|		 23:50:20 		|		 221.1 		|		 120.0 		|		 500.0
25/01/2024 		|		 10:05:12 		|		 68.2 		|		 60.0 		|		 100.0
27/01/2024 		|		 18:24:53 		|		 71.8 		|		 50.0 		|		 200.0
27/01/2024 		|		 21:53:41 		|		 134.4 		|		 80.0 		|		 500.0
28/01/2024 		|		 17:57:32 		|		 112.9 		|		 90.0 		|		 200.0
29/01/2024 		|		 12:29:12 		|		 236.5 		|		 120.0 		|		 500.0
31/01/2024 		|		 09:01:51 		|		 59.2 		|		 40.0 		|		 100.0
01/02/2024 		|		 02:38:48 		|		 80.3 		|		 60.0 		|		 200.0
01/02/2024 		|		 04:41:12 		|		 46.9 		|		 30.0 		|		 100.0

Matrícula: CR1545AF
Fecha de infracción | Hora de infracción | Velocidad Registrada | Velocidad Permitida | Importe de Multa
01/01/2024 		|		 06:36:24 		|		 209.4 		|		 120.0 		|		 500.0
01/01/2024 		|		 12:23:27 		|		 128.4 		|		 90.0 		|		 200.0
02/01/2024 		|		 14:37:22 		|		 97.3 		|		 80.0 		|		 100.0
04/01/2024 		|		 00:01:51 		|		 139.1 		|		 80.0 		|		 500.0
04/01/2024 		|		 04:09:32 		|		 31.4 		|		 20.0 		|		 100.0
04/01/2024 		|		 10:34:00 		|		 32.3 		|		 20.0 		|		 100.0
06/01/2024 		|		 01:46:58 		|		 69.7 		|		 60.0 		|		 100.0
06/01/2024 		|		 07:58:29 		|		 177.4 		|		 120.0 		|		 500.0
07/01/2024 		|		 02:47:27 		|		 93.9 		|		 80.0 		|		 100.0
08/01/2024 		|		 06:50:48 		|		 112.7 		|		 90.0 		|		 200.0
09/01/2024 		|		 10:34:00 		|		 143.1 		|		 90.0 		|		 500.0
09/01/2024 		|		 18:24:53 		|		 55.8 		|		 30.0 		|		 200.0
10/01/2024 		|		 23:10:00 		|		 130.9 		|		 90.0 		|		 500.0
11/01/2024 		|		 01:26:48 		|		 67.5 		|		 50.0 		|		 100.0
12/01/2024 		|		 09:46:29 		|		 57.7 		|		 30.0 		|		 200.0
13/01/2024 		|		 08:47:27 		|		 62.0 		|		 50.0 		|		 100.0
14/01/2024 		|		 04:21:03 		|		 66.8 		|		 50.0 		|		 100.0
14/01/2024 		|		 11:08:34 		|		 29.5 		|		 20.0 		|		 100.0
14/01/2024 		|		 20:08:34 		|		 74.1 		|		 60.0 		|		 100.0
16/01/2024 		|		 00:46:29 		|		 92.2 		|		 60.0 		|		 200.0
16/01/2024 		|		 07:00:53 		|		 85.5 		|		 80.0 		|		 100.0
17/01/2024 		|		 19:02:20 		|		 116.1 		|		 60.0 		|		 500.0
18/01/2024 		|		 00:06:10 		|		 154.1 		|		 80.0 		|		 500.0
19/01/2024 		|		 12:58:00 		|		 130.8 		|		 80.0 		|		 500.0
20/01/2024 		|		 10:44:05 		|		 126.0 		|		 90.0 		|		 200.0
